,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,condition,iti,isi,high_group_on_left,left_group_value,right_group_value,left_item_value,right_item_value,left_img,right_img,left_img_path,right_img_path,onset,duration,no_response,left_chosen,chosen_group_value,unchosen_group_value,chosen_item_value,unchosen_item_value,chosen_img,unchosen_img,total_bonus_tally
11,,rl_choice,,html-keyboard-response,11,205360,0.0-1.0-9.0,0,0,64747,,345.0,,,75.0,1.0,1.0,1.0,hard,1000.0,1000.0,0.0,40.0,60.0,20.0,40.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,5.845,0.345,0.0,0.0,60.0,40.0,40.0,20.0,C,D,
12,,rl_choice_confirmation,,html-keyboard-response,12,206527,0.0-1.0-10.0-0.0,0,0,64747,,,,,,1.0,,,,,,,,,,,,,,,7.0,1.155,,,,,,,,,
13,,isi,,html-keyboard-response,13,207543,0.0-1.0-12.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,8.0,1.0,,,,,,,,,
14,,feedback,,html-keyboard-response,14,208554,0.0-1.0-13.0-0.0,0,0,64747,,,,,,1.0,,,,,,,,,,,,,,,9.0,1.0,,,,,,,,,
15,,iti,,html-keyboard-response,15,209570,0.0-1.0-14.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,10.0,1.0,,,,,,,,,
16,,rl_choice,,html-keyboard-response,16,210070,0.0-1.0-16.0,0,0,64747,,495.0,,,68.0,2.0,2.0,1.0,easy,1000.0,1000.0,0.0,20.0,80.0,40.0,60.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,10.495,0.495,0.0,1.0,20.0,80.0,40.0,60.0,B,A,
17,,rl_choice_confirmation,,html-keyboard-response,17,211085,0.0-1.0-17.0-0.0,0,0,64747,,,,,,2.0,,,,,,,,,,,,,,,11.5,1.005,,,,,,,,,
18,,isi,,html-keyboard-response,18,212096,0.0-1.0-19.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,12.5,1.0,,,,,,,,,
19,,feedback,,html-keyboard-response,19,213101,0.0-1.0-20.0-0.0,0,0,64747,,,,,,2.0,,,,,,,,,,,,,,,13.5,1.0,,,,,,,,,
20,,iti,,html-keyboard-response,20,214108,0.0-1.0-21.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,14.5,1.0,,,,,,,,,
21,,rl_choice,,html-keyboard-response,21,214448,0.0-1.0-23.0,0,0,64747,,337.0,,,75.0,3.0,3.0,1.0,easy,3000.0,3000.0,1.0,80.0,20.0,100.0,40.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,14.837,0.337,0.0,0.0,20.0,80.0,40.0,100.0,B,A,
22,,rl_choice_confirmation,,html-keyboard-response,22,215623,0.0-1.0-24.0-0.0,0,0,64747,,,,,,3.0,,,,,,,,,,,,,,,16.0,1.163,,,,,,,,,
23,,isi,,html-keyboard-response,23,218629,0.0-1.0-26.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,19.0,3.0,,,,,,,,,
24,,feedback,,html-keyboard-response,24,219634,0.0-1.0-27.0-0.0,0,0,64747,,,,,,3.0,,,,,,,,,,,,,,,20.0,1.0,,,,,,,,,
25,,iti,,html-keyboard-response,25,222646,0.0-1.0-28.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,23.0,3.0,,,,,,,,,
26,,rl_choice,,html-keyboard-response,26,223022,0.0-1.0-30.0,0,0,64747,,373.0,,,68.0,4.0,4.0,1.0,hard,1000.0,1000.0,0.0,40.0,60.0,40.0,80.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,23.373,0.373,0.0,1.0,40.0,60.0,40.0,80.0,D,C,
27,,rl_choice_confirmation,,html-keyboard-response,27,224157,0.0-1.0-31.0-0.0,0,0,64747,,,,,,4.0,,,,,,,,,,,,,,,24.5,1.127,,,,,,,,,
28,,isi,,html-keyboard-response,28,225164,0.0-1.0-33.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,25.5,1.0,,,,,,,,,
29,,feedback,,html-keyboard-response,29,226174,0.0-1.0-34.0-0.0,0,0,64747,,,,,,4.0,,,,,,,,,,,,,,,26.5,1.0,,,,,,,,,
30,,iti,,html-keyboard-response,30,227179,0.0-1.0-35.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,27.5,1.0,,,,,,,,,
31,,rl_choice,,html-keyboard-response,31,227707,0.0-1.0-37.0,0,0,64747,,524.0,,,75.0,5.0,5.0,1.0,hard,3000.0,1000.0,1.0,60.0,40.0,60.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,28.024,0.524,0.0,0.0,40.0,60.0,60.0,60.0,D,C,
32,,rl_choice_confirmation,,html-keyboard-response,32,228696,0.0-1.0-38.0-0.0,0,0,64747,,,,,,5.0,,,,,,,,,,,,,,,29.0,0.976,,,,,,,,,
33,,isi,,html-keyboard-response,33,229705,0.0-1.0-40.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,30.0,1.0,,,,,,,,,
34,,feedback,,html-keyboard-response,34,230711,0.0-1.0-41.0-0.0,0,0,64747,,,,,,5.0,,,,,,,,,,,,,,,31.0,1.0,,,,,,,,,
35,,iti,,html-keyboard-response,35,233722,0.0-1.0-42.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,34.0,3.0,,,,,,,,,
36,,rl_choice,,html-keyboard-response,36,234134,0.0-1.0-44.0,0,0,64747,,408.0,,,68.0,6.0,6.0,1.0,easy,1000.0,2000.0,0.0,20.0,80.0,40.0,100.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,34.408,0.408,0.0,1.0,20.0,80.0,40.0,100.0,B,A,
37,,rl_choice_confirmation,,html-keyboard-response,37,235233,0.0-1.0-45.0-0.0,0,0,64747,,,,,,6.0,,,,,,,,,,,,,,,35.5,1.092,,,,,,,,,
38,,isi,,html-keyboard-response,38,237242,0.0-1.0-47.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,37.5,2.0,,,,,,,,,
39,,feedback,,html-keyboard-response,39,238252,0.0-1.0-48.0-0.0,0,0,64747,,,,,,6.0,,,,,,,,,,,,,,,38.5,1.0,,,,,,,,,
40,,iti,,html-keyboard-response,40,239256,0.0-1.0-49.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,39.5,1.0,,,,,,,,,
41,,rl_choice,,html-keyboard-response,41,239683,0.0-1.0-51.0,0,0,64747,,422.0,,,75.0,7.0,7.0,1.0,hard,3000.0,1500.0,0.0,40.0,60.0,20.0,80.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,39.922,0.422,0.0,0.0,60.0,40.0,80.0,20.0,C,D,
42,,rl_choice_confirmation,,html-keyboard-response,42,240769,0.0-1.0-52.0-0.0,0,0,64747,,,,,,7.0,,,,,,,,,,,,,,,41.0,1.078,,,,,,,,,
43,,isi,,html-keyboard-response,43,242285,0.0-1.0-54.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,42.5,1.5,,,,,,,,,
44,,feedback,,html-keyboard-response,44,243296,0.0-1.0-55.0-0.0,0,0,64747,,,,,,7.0,,,,,,,,,,,,,,,43.5,1.0,,,,,,,,,
45,,iti,,html-keyboard-response,45,246305,0.0-1.0-56.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,46.5,3.0,,,,,,,,,
46,,rl_choice,,html-keyboard-response,46,246705,0.0-1.0-58.0,0,0,64747,,397.0,,,68.0,8.0,8.0,1.0,easy,1000.0,1000.0,0.0,20.0,80.0,0.0,100.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,46.897,0.397,0.0,1.0,20.0,80.0,0.0,100.0,B,A,
47,,rl_choice_confirmation,,html-keyboard-response,47,247816,0.0-1.0-59.0-0.0,0,0,64747,,,,,,8.0,,,,,,,,,,,,,,,48.0,1.103,,,,,,,,,
48,,isi,,html-keyboard-response,48,248827,0.0-1.0-61.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,49.0,1.0,,,,,,,,,
49,,feedback,,html-keyboard-response,49,249842,0.0-1.0-62.0-0.0,0,0,64747,,,,,,8.0,,,,,,,,,,,,,,,50.0,1.0,,,,,,,,,
50,,iti,,html-keyboard-response,50,250845,0.0-1.0-63.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,51.0,1.0,,,,,,,,,
51,,rl_choice,,html-keyboard-response,51,251562,0.0-1.0-65.0,0,0,64747,,714.0,,,75.0,9.0,9.0,1.0,hard,1500.0,2000.0,1.0,60.0,40.0,60.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,51.714,0.714,0.0,0.0,40.0,60.0,40.0,60.0,D,C,
52,,rl_choice_confirmation,,html-keyboard-response,52,252355,0.0-1.0-66.0-0.0,0,0,64747,,,,,,9.0,,,,,,,,,,,,,,,52.5,0.786,,,,,,,,,
53,,isi,,html-keyboard-response,53,254358,0.0-1.0-68.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,54.5,2.0,,,,,,,,,
54,,feedback,,html-keyboard-response,54,255364,0.0-1.0-69.0-0.0,0,0,64747,,,,,,9.0,,,,,,,,,,,,,,,55.5,1.0,,,,,,,,,
55,,iti,,html-keyboard-response,55,256874,0.0-1.0-70.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,57.0,1.5,,,,,,,,,
56,,rl_choice,,html-keyboard-response,56,258383,0.0-1.0-72.0,0,0,64747,,,,,,10.0,10.0,1.0,easy,1000.0,1000.0,1.0,80.0,20.0,60.0,0.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,58.5,1.5,1.0,,,,,,,,
57,,rl_choice_warning,,html-keyboard-response,57,259388,0.0-1.0-74.0-0.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,59.5,1.0,,,,,,,,,
58,,isi,,html-keyboard-response,58,260398,0.0-1.0-75.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,60.5,1.0,,,,,,,,,
59,,iti,,html-keyboard-response,59,261403,0.0-1.0-77.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,61.5,1.0,,,,,,,,,
60,,rl_choice,,html-keyboard-response,60,262348,0.0-1.0-79.0,0,0,64747,,941.0,,,68.0,11.0,11.0,1.0,hard,3500.0,1000.0,0.0,40.0,60.0,20.0,60.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,62.441,0.941,0.0,1.0,40.0,60.0,20.0,60.0,D,C,
61,,rl_choice_confirmation,,html-keyboard-response,61,262913,0.0-1.0-80.0-0.0,0,0,64747,,,,,,11.0,,,,,,,,,,,,,,,63.0,0.559,,,,,,,,,
62,,isi,,html-keyboard-response,62,263922,0.0-1.0-82.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,64.0,1.0,,,,,,,,,
63,,feedback,,html-keyboard-response,63,264927,0.0-1.0-83.0-0.0,0,0,64747,,,,,,11.0,,,,,,,,,,,,,,,65.0,1.0,,,,,,,,,
64,,iti,,html-keyboard-response,64,268434,0.0-1.0-84.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,68.5,3.5,,,,,,,,,
65,,rl_choice,,html-keyboard-response,65,268824,0.0-1.0-86.0,0,0,64747,,385.0,,,75.0,12.0,12.0,1.0,hard,1000.0,1000.0,1.0,60.0,40.0,80.0,20.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,68.885,0.385,0.0,0.0,40.0,60.0,20.0,80.0,D,C,
66,,rl_choice_confirmation,,html-keyboard-response,66,269947,0.0-1.0-87.0-0.0,0,0,64747,,,,,,12.0,,,,,,,,,,,,,,,70.0,1.115,,,,,,,,,
67,,isi,,html-keyboard-response,67,270957,0.0-1.0-89.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,71.0,1.0,,,,,,,,,
68,,feedback,,html-keyboard-response,68,271968,0.0-1.0-90.0-0.0,0,0,64747,,,,,,12.0,,,,,,,,,,,,,,,72.0,1.0,,,,,,,,,
69,,iti,,html-keyboard-response,69,272979,0.0-1.0-91.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,73.0,1.0,,,,,,,,,
70,,rl_choice,,html-keyboard-response,70,273969,0.0-1.0-93.0,0,0,64747,,986.0,,,75.0,13.0,13.0,1.0,hard,2000.0,2000.0,1.0,60.0,40.0,40.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,73.986,0.986,0.0,0.0,40.0,60.0,40.0,40.0,D,C,
71,,rl_choice_confirmation,,html-keyboard-response,71,274498,0.0-1.0-94.0-0.0,0,0,64747,,,,,,13.0,,,,,,,,,,,,,,,74.5,0.514,,,,,,,,,
72,,isi,,html-keyboard-response,72,276504,0.0-1.0-96.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,76.5,2.0,,,,,,,,,
73,,feedback,,html-keyboard-response,73,277516,0.0-1.0-97.0-0.0,0,0,64747,,,,,,13.0,,,,,,,,,,,,,,,77.5,1.0,,,,,,,,,
74,,iti,,html-keyboard-response,74,279524,0.0-1.0-98.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,79.5,2.0,,,,,,,,,
75,,rl_choice,,html-keyboard-response,75,280119,0.0-1.0-100.0,0,0,64747,,592.0,,,68.0,14.0,14.0,1.0,easy,1000.0,3500.0,1.0,80.0,20.0,80.0,20.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,80.092,0.592,0.0,1.0,80.0,20.0,80.0,20.0,A,B,
76,,rl_choice_confirmation,,html-keyboard-response,76,281039,0.0-1.0-101.0-0.0,0,0,64747,,,,,,14.0,,,,,,,,,,,,,,,81.0,0.908,,,,,,,,,
77,,isi,,html-keyboard-response,77,284544,0.0-1.0-103.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,84.5,3.5,,,,,,,,,
78,,feedback,,html-keyboard-response,78,285549,0.0-1.0-104.0-0.0,0,0,64747,,,,,,14.0,,,,,,,,,,,,,,,85.5,1.0,,,,,,,,,
79,,iti,,html-keyboard-response,79,286559,0.0-1.0-105.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,86.5,1.0,,,,,,,,,
80,,rl_choice,,html-keyboard-response,80,287194,0.0-1.0-107.0,0,0,64747,,631.0,,,75.0,15.0,15.0,1.0,easy,2000.0,2000.0,0.0,20.0,80.0,20.0,60.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,87.131,0.631,0.0,0.0,80.0,20.0,60.0,20.0,A,B,
81,,rl_choice_confirmation,,html-keyboard-response,81,288068,0.0-1.0-108.0-0.0,0,0,64747,,,,,,15.0,,,,,,,,,,,,,,,88.0,0.869,,,,,,,,,
82,,isi,,html-keyboard-response,82,290072,0.0-1.0-110.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,90.0,2.0,,,,,,,,,
83,,feedback,,html-keyboard-response,83,291083,0.0-1.0-111.0-0.0,0,0,64747,,,,,,15.0,,,,,,,,,,,,,,,91.0,1.0,,,,,,,,,
84,,iti,,html-keyboard-response,84,293089,0.0-1.0-112.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,93.0,2.0,,,,,,,,,
85,,rl_choice,,html-keyboard-response,85,293665,0.0-1.0-114.0,0,0,64747,,572.0,,,68.0,16.0,16.0,1.0,hard,1000.0,1500.0,0.0,40.0,60.0,20.0,80.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,93.572,0.572,0.0,1.0,40.0,60.0,20.0,80.0,D,C,
86,,rl_choice_confirmation,,html-keyboard-response,86,294607,0.0-1.0-115.0-0.0,0,0,64747,,,,,,16.0,,,,,,,,,,,,,,,94.5,0.928,,,,,,,,,
87,,isi,,html-keyboard-response,87,296111,0.0-1.0-117.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,96.0,1.5,,,,,,,,,
88,,feedback,,html-keyboard-response,88,297120,0.0-1.0-118.0-0.0,0,0,64747,,,,,,16.0,,,,,,,,,,,,,,,97.0,1.0,,,,,,,,,
89,,iti,,html-keyboard-response,89,298126,0.0-1.0-119.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,98.0,1.0,,,,,,,,,
90,,rl_choice,,html-keyboard-response,90,298641,0.0-1.0-121.0,0,0,64747,,510.0,,,75.0,17.0,17.0,1.0,hard,1000.0,1500.0,1.0,60.0,40.0,60.0,20.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,98.51,0.51,0.0,0.0,40.0,60.0,20.0,60.0,D,C,
91,,rl_choice_confirmation,,html-keyboard-response,91,299635,0.0-1.0-122.0-0.0,0,0,64747,,,,,,17.0,,,,,,,,,,,,,,,99.5,0.99,,,,,,,,,
92,,isi,,html-keyboard-response,92,301145,0.0-1.0-124.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,101.0,1.5,,,,,,,,,
93,,feedback,,html-keyboard-response,93,302155,0.0-1.0-125.0-0.0,0,0,64747,,,,,,17.0,,,,,,,,,,,,,,,102.0,1.0,,,,,,,,,
94,,iti,,html-keyboard-response,94,303160,0.0-1.0-126.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,103.0,1.0,,,,,,,,,
95,,rl_choice,,html-keyboard-response,95,303456,0.0-1.0-128.0,0,0,64747,,293.0,,,75.0,18.0,18.0,1.0,easy,1500.0,1500.0,0.0,20.0,80.0,40.0,80.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,103.293,0.293,0.0,0.0,80.0,20.0,80.0,40.0,A,B,
96,,rl_choice_confirmation,,html-keyboard-response,96,304671,0.0-1.0-129.0-0.0,0,0,64747,,,,,,18.0,,,,,,,,,,,,,,,104.5,1.207,,,,,,,,,
97,,isi,,html-keyboard-response,97,306182,0.0-1.0-131.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,106.0,1.5,,,,,,,,,
98,,feedback,,html-keyboard-response,98,307190,0.0-1.0-132.0-0.0,0,0,64747,,,,,,18.0,,,,,,,,,,,,,,,107.0,1.0,,,,,,,,,
99,,iti,,html-keyboard-response,99,308695,0.0-1.0-133.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,108.5,1.5,,,,,,,,,
100,,rl_choice,,html-keyboard-response,100,309071,0.0-1.0-135.0,0,0,64747,,373.0,,,75.0,19.0,19.0,1.0,hard,2000.0,3000.0,1.0,60.0,40.0,60.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,108.873,0.373,0.0,0.0,40.0,60.0,40.0,60.0,D,C,
101,,rl_choice_confirmation,,html-keyboard-response,101,310206,0.0-1.0-136.0-0.0,0,0,64747,,,,,,19.0,,,,,,,,,,,,,,,110.0,1.127,,,,,,,,,
102,,isi,,html-keyboard-response,102,313214,0.0-1.0-138.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,113.0,3.0,,,,,,,,,
103,,feedback,,html-keyboard-response,103,314222,0.0-1.0-139.0-0.0,0,0,64747,,,,,,19.0,,,,,,,,,,,,,,,114.0,1.0,,,,,,,,,
104,,iti,,html-keyboard-response,104,316229,0.0-1.0-140.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,116.0,2.0,,,,,,,,,
105,,rl_choice,,html-keyboard-response,105,316631,0.0-1.0-142.0,0,0,64747,,399.0,,,75.0,20.0,20.0,1.0,easy,1500.0,1000.0,1.0,80.0,20.0,80.0,40.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,116.399,0.399,0.0,0.0,20.0,80.0,40.0,80.0,B,A,
106,,rl_choice_confirmation,,html-keyboard-response,106,317736,0.0-1.0-143.0-0.0,0,0,64747,,,,,,20.0,,,,,,,,,,,,,,,117.5,1.101,,,,,,,,,
107,,isi,,html-keyboard-response,107,318744,0.0-1.0-145.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,118.5,1.0,,,,,,,,,
108,,feedback,,html-keyboard-response,108,319753,0.0-1.0-146.0-0.0,0,0,64747,,,,,,20.0,,,,,,,,,,,,,,,119.5,1.0,,,,,,,,,
109,,iti,,html-keyboard-response,109,321260,0.0-1.0-147.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,121.0,1.5,,,,,,,,,
110,,rl_choice,,html-keyboard-response,110,322658,0.0-1.0-149.0,0,0,64747,,1394.0,,,68.0,21.0,21.0,1.0,easy,3000.0,1500.0,1.0,80.0,20.0,80.0,20.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,122.394,1.394,0.0,1.0,80.0,20.0,80.0,20.0,A,B,
111,,rl_choice_confirmation,,html-keyboard-response,111,322775,0.0-1.0-150.0-0.0,0,0,64747,,,,,,21.0,,,,,,,,,,,,,,,122.5,0.106,,,,,,,,,
112,,isi,,html-keyboard-response,112,324284,0.0-1.0-152.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,124.0,1.5,,,,,,,,,
113,,feedback,,html-keyboard-response,113,325291,0.0-1.0-153.0-0.0,0,0,64747,,,,,,21.0,,,,,,,,,,,,,,,125.0,1.0,,,,,,,,,
114,,iti,,html-keyboard-response,114,328301,0.0-1.0-154.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,128.0,3.0,,,,,,,,,
115,,rl_choice,,html-keyboard-response,115,329367,0.0-1.0-156.0,0,0,64747,,1063.0,,,68.0,22.0,22.0,1.0,easy,1000.0,2000.0,1.0,80.0,20.0,100.0,20.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,129.063,1.063,0.0,1.0,80.0,20.0,100.0,20.0,A,B,
116,,rl_choice_confirmation,,html-keyboard-response,116,329808,0.0-1.0-157.0-0.0,0,0,64747,,,,,,22.0,,,,,,,,,,,,,,,129.5,0.437,,,,,,,,,
117,,isi,,html-keyboard-response,117,331813,0.0-1.0-159.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,131.5,2.0,,,,,,,,,
118,,feedback,,html-keyboard-response,118,332817,0.0-1.0-160.0-0.0,0,0,64747,,,,,,22.0,,,,,,,,,,,,,,,132.5,1.0,,,,,,,,,
119,,iti,,html-keyboard-response,119,333824,0.0-1.0-161.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,133.5,1.0,,,,,,,,,
120,,rl_choice,,html-keyboard-response,120,335332,0.0-1.0-163.0,0,0,64747,,,,,,23.0,23.0,1.0,easy,2000.0,1500.0,1.0,80.0,20.0,80.0,0.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,135.0,1.5,1.0,,,,,,,,
121,,rl_choice_warning,,html-keyboard-response,121,336346,0.0-1.0-165.0-0.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,136.0,1.0,,,,,,,,,
122,,isi,,html-keyboard-response,122,337850,0.0-1.0-166.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,137.5,1.5,,,,,,,,,
123,,iti,,html-keyboard-response,123,339855,0.0-1.0-168.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,139.5,2.0,,,,,,,,,
124,,rl_choice,,html-keyboard-response,124,340635,0.0-1.0-170.0,0,0,64747,,776.0,,,68.0,24.0,24.0,1.0,easy,1500.0,1500.0,0.0,20.0,80.0,40.0,80.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,140.276,0.776,0.0,1.0,20.0,80.0,40.0,80.0,B,A,
