"trial_num","block","pair_type","iti","isi","high_size_on_left","left_size_group","right_size_group","left_size_num","right_size_num","delta_size","left_category","right_category","left_exemplar","right_exemplar","left_index","right_index","left_img","right_img","left_img_path","right_img_path"
10,1,"M-XL",2000,3000,1,"XL","M",4,2,2,"crane","ketchup","crane9","ketchup10",168,99,"crane8.jpg","ketchup6.jpg","Stimuli/Size_stims/XL/crane/crane8.jpg","Stimuli/Size_stims/M/ketchup/ketchup6.jpg"
11,1,"S-L",3000,2000,1,"L","S",3,1,2,"deskchair","teabag","deskchair3","teabag6",12,135,"deskchair10.jpg","teabag6.jpg","Stimuli/Size_stims/L/deskchair/deskchair10.jpg","Stimuli/Size_stims/S/teabag/teabag6.jpg"
12,1,"XL-XL",2000,1500,NA,"XL","XL",4,4,0,"van","dumptruck","van1","dumptruck4",190,173,"van5.jpg","dumptruck1.jpg","Stimuli/Size_stims/XL/van/van5.jpg","Stimuli/Size_stims/XL/dumptruck/dumptruck1.jpg"
13,1,"S-XL",1000,1500,0,"S","XL",1,4,-3,"screws","tractor","screws8","tractor7",127,186,"screws10.jpg","tractor2.jpg","Stimuli/Size_stims/S/screws/screws10.jpg","Stimuli/Size_stims/XL/tractor/tractor2.jpg"
14,1,"S-XL",1500,1000,1,"XL","S",4,1,3,"tractor","paperclip","tractor8","paperclip8",187,117,"tractor10.jpg","paperclip5.jpg","Stimuli/Size_stims/XL/tractor/tractor10.jpg","Stimuli/Size_stims/S/paperclip/paperclip5.jpg"
15,1,"M-L",2000,2000,0,"M","L",2,3,-1,"handsaw","cooler","handsaw8","cooler7",87,6,"handsaw7.jpg","cooler4.jpg","Stimuli/Size_stims/M/handsaw/handsaw7.jpg","Stimuli/Size_stims/L/cooler/cooler4.jpg"
16,1,"M-XL",1000,3000,0,"M","XL",2,4,-2,"ketchup","car","ketchup7","car6",96,155,"ketchup4.jpg","car12.jpg","Stimuli/Size_stims/M/ketchup/ketchup4.jpg","Stimuli/Size_stims/XL/car/car12.jpg"
17,1,"M-L",1500,1500,1,"L","M",3,2,1,"cooler","handsaw","cooler10","handsaw9",9,88,"cooler6.jpg","handsaw6.jpg","Stimuli/Size_stims/L/cooler/cooler6.jpg","Stimuli/Size_stims/M/handsaw/handsaw6.jpg"
18,1,"M-L",3000,1500,0,"M","L",2,3,-1,"ketchup","cooler","ketchup2","cooler9",91,8,"ketchup9.jpg","cooler7.jpg","Stimuli/Size_stims/M/ketchup/ketchup9.jpg","Stimuli/Size_stims/L/cooler/cooler7.jpg"
19,1,"S-L",1000,1000,0,"S","L",1,3,-2,"screws","garbagecan","screws6","garbagecan7",125,36,"screws3.jpg","garbagecan16.jpg","Stimuli/Size_stims/S/screws/screws3.jpg","Stimuli/Size_stims/L/garbagecan/garbagecan16.jpg"
20,1,"M-M",1000,2000,NA,"M","M",2,2,0,"hairdryer","coffeemaker","hairdryer1","coffeemaker1",70,60,"hairdryer11.jpg","coffeemaker14.jpg","Stimuli/Size_stims/M/hairdryer/hairdryer11.jpg","Stimuli/Size_stims/M/coffeemaker/coffeemaker14.jpg"
21,1,"M-XL",3500,2000,0,"M","XL",2,4,-2,"ketchup","van","ketchup9","van6",98,195,"ketchup7.jpg","van2.jpg","Stimuli/Size_stims/M/ketchup/ketchup7.jpg","Stimuli/Size_stims/XL/van/van2.jpg"
22,1,"L-XL",1000,1000,1,"XL","L",4,3,1,"van","mailbox","van10","mailbox8",199,47,"van8.jpg","mailbox10.jpg","Stimuli/Size_stims/XL/van/van8.jpg","Stimuli/Size_stims/L/mailbox/mailbox10.jpg"
23,1,"S-XL",1500,1000,0,"S","XL",1,4,-3,"teabag","dumptruck","teabag2","dumptruck9",131,178,"teabag8.jpg","dumptruck5.jpg","Stimuli/Size_stims/S/teabag/teabag8.jpg","Stimuli/Size_stims/XL/dumptruck/dumptruck5.jpg"
24,1,"M-L",1000,3500,0,"M","L",2,3,-1,"coffeemaker","deskchair","coffeemaker9","deskchair5",68,14,"coffeemaker7.jpg","deskchair7.jpg","Stimuli/Size_stims/M/coffeemaker/coffeemaker7.jpg","Stimuli/Size_stims/L/deskchair/deskchair7.jpg"
25,1,"M-M",1000,1000,NA,"M","M",2,2,0,"coffeemaker","basketball","coffeemaker2","basketball8",61,57,"coffeemaker12.jpg","basketball7.jpg","Stimuli/Size_stims/M/coffeemaker/coffeemaker12.jpg","Stimuli/Size_stims/M/basketball/basketball7.jpg"
26,1,"M-XL",3500,3000,1,"XL","M",4,2,2,"car","ketchup","car4","ketchup3",153,92,"car6.jpg","ketchup10.jpg","Stimuli/Size_stims/XL/car/car6.jpg","Stimuli/Size_stims/M/ketchup/ketchup10.jpg"
27,1,"M-XL",1500,1000,0,"M","XL",2,4,-2,"hairdryer","dumptruck","hairdryer9","dumptruck5",78,174,"hairdryer5.jpg","dumptruck3.jpg","Stimuli/Size_stims/M/hairdryer/hairdryer5.jpg","Stimuli/Size_stims/XL/dumptruck/dumptruck3.jpg"
28,1,"S-L",3500,1000,0,"S","L",1,3,-2,"thread","garbagecan","thread5","garbagecan10",144,39,"thread1.jpg","garbagecan11.jpg","Stimuli/Size_stims/S/thread/thread1.jpg","Stimuli/Size_stims/L/garbagecan/garbagecan11.jpg"
29,1,"S-S",3000,2000,NA,"S","S",1,1,0,"paperclip","screws","paperclip1","screws2",110,121,"paperclip9.jpg","screws5.jpg","Stimuli/Size_stims/S/paperclip/paperclip9.jpg","Stimuli/Size_stims/S/screws/screws5.jpg"
30,1,"XL-XL",1000,1000,NA,"XL","XL",4,4,0,"dumptruck","tractor","dumptruck3","tractor1",172,180,"dumptruck10.jpg","tractor6.jpg","Stimuli/Size_stims/XL/dumptruck/dumptruck10.jpg","Stimuli/Size_stims/XL/tractor/tractor6.jpg"
31,1,"M-XL",1000,1000,0,"M","XL",2,4,-2,"basketball","crane","basketball5","crane5",54,164,"basketball3.jpg","crane1.jpg","Stimuli/Size_stims/M/basketball/basketball3.jpg","Stimuli/Size_stims/XL/crane/crane1.jpg"
32,1,"M-L",2000,1500,1,"L","M",3,2,1,"dishwasher","basketball","dishwasher4","basketball9",23,58,"dishwasher5.jpg","basketball5.jpg","Stimuli/Size_stims/L/dishwasher/dishwasher5.jpg","Stimuli/Size_stims/M/basketball/basketball5.jpg"
33,1,"M-XL",1500,1500,0,"M","XL",2,4,-2,"handsaw","dumptruck","handsaw1","dumptruck8",80,177,"handsaw8.jpg","dumptruck7.jpg","Stimuli/Size_stims/M/handsaw/handsaw8.jpg","Stimuli/Size_stims/XL/dumptruck/dumptruck7.jpg"
34,1,"L-L",2000,1000,NA,"L","L",3,3,0,"deskchair","cooler","deskchair8","cooler2",17,1,"deskchair1.jpg","cooler9.jpg","Stimuli/Size_stims/L/deskchair/deskchair1.jpg","Stimuli/Size_stims/L/cooler/cooler9.jpg"
35,1,"M-M",1500,1000,NA,"M","M",2,2,0,"coffeemaker","basketball","coffeemaker3","basketball10",62,59,"coffeemaker13.jpg","basketball4.jpg","Stimuli/Size_stims/M/coffeemaker/coffeemaker13.jpg","Stimuli/Size_stims/M/basketball/basketball4.jpg"
36,1,"S-XL",1000,2000,0,"S","XL",1,4,-3,"teabag","tractor","teabag5","tractor5",134,184,"teabag2.jpg","tractor1.jpg","Stimuli/Size_stims/S/teabag/teabag2.jpg","Stimuli/Size_stims/XL/tractor/tractor1.jpg"
37,1,"S-L",1000,1500,1,"L","S",3,1,2,"cooler","die","cooler6","die8",5,107,"cooler1.jpg","die5.jpg","Stimuli/Size_stims/L/cooler/cooler1.jpg","Stimuli/Size_stims/S/die/die5.jpg"
38,1,"S-M",2000,3500,0,"S","M",1,2,-1,"thread","hairdryer","thread7","hairdryer5",146,74,"thread3.jpg","hairdryer15.jpg","Stimuli/Size_stims/S/thread/thread3.jpg","Stimuli/Size_stims/M/hairdryer/hairdryer15.jpg"
39,1,"M-XL",3000,3500,0,"M","XL",2,4,-2,"basketball","van","basketball3","van4",52,193,"basketball10.jpg","van7.jpg","Stimuli/Size_stims/M/basketball/basketball10.jpg","Stimuli/Size_stims/XL/van/van7.jpg"
40,1,"M-XL",1000,1500,1,"XL","M",4,2,2,"crane","hairdryer","crane2","hairdryer7",161,76,"crane6.jpg","hairdryer3.jpg","Stimuli/Size_stims/XL/crane/crane6.jpg","Stimuli/Size_stims/M/hairdryer/hairdryer3.jpg"
41,1,"S-S",1000,1500,NA,"S","S",1,1,0,"screws","thread","screws3","thread2",122,141,"screws7.jpg","thread6.jpg","Stimuli/Size_stims/S/screws/screws7.jpg","Stimuli/Size_stims/S/thread/thread6.jpg"
42,1,"M-XL",3500,1500,0,"M","XL",2,4,-2,"handsaw","crane","handsaw7","crane4",86,163,"handsaw5.jpg","crane5.jpg","Stimuli/Size_stims/M/handsaw/handsaw5.jpg","Stimuli/Size_stims/XL/crane/crane5.jpg"
43,1,"L-L",1500,3000,NA,"L","L",3,3,0,"dishwasher","mailbox","dishwasher3","mailbox3",22,42,"dishwasher8.jpg","mailbox1.jpg","Stimuli/Size_stims/L/dishwasher/dishwasher8.jpg","Stimuli/Size_stims/L/mailbox/mailbox1.jpg"
44,1,"M-L",1000,1000,1,"L","M",3,2,1,"garbagecan","ketchup","garbagecan4","ketchup4",33,93,"garbagecan6.jpg","ketchup2.jpg","Stimuli/Size_stims/L/garbagecan/garbagecan6.jpg","Stimuli/Size_stims/M/ketchup/ketchup2.jpg"
45,1,"S-XL",1000,1000,0,"S","XL",1,4,-3,"thread","van","thread4","van8",143,197,"thread5.jpg","van10.jpg","Stimuli/Size_stims/S/thread/thread5.jpg","Stimuli/Size_stims/XL/van/van10.jpg"
46,1,"M-L",1000,1000,1,"L","M",3,2,1,"garbagecan","basketball","garbagecan1","basketball2",30,51,"garbagecan4.jpg","basketball8.jpg","Stimuli/Size_stims/L/garbagecan/garbagecan4.jpg","Stimuli/Size_stims/M/basketball/basketball8.jpg"
47,1,"M-L",1000,1000,0,"M","L",2,3,-1,"ketchup","mailbox","ketchup5","mailbox5",94,44,"ketchup3.jpg","mailbox4.jpg","Stimuli/Size_stims/M/ketchup/ketchup3.jpg","Stimuli/Size_stims/L/mailbox/mailbox4.jpg"
48,1,"M-L",1000,1000,0,"M","L",2,3,-1,"hairdryer","deskchair","hairdryer4","deskchair6",73,15,"hairdryer16.jpg","deskchair5.jpg","Stimuli/Size_stims/M/hairdryer/hairdryer16.jpg","Stimuli/Size_stims/L/deskchair/deskchair5.jpg"
49,1,"S-S",2000,3000,NA,"S","S",1,1,0,"screws","die","screws9","die9",128,108,"screws8.jpg","die7.jpg","Stimuli/Size_stims/S/screws/screws8.jpg","Stimuli/Size_stims/S/die/die7.jpg"
50,1,"XL-XL",1000,2000,NA,"XL","XL",4,4,0,"van","car","van9","car3",198,152,"van9.jpg","car4.jpg","Stimuli/Size_stims/XL/van/van9.jpg","Stimuli/Size_stims/XL/car/car4.jpg"
51,1,"S-XL",1000,2000,0,"S","XL",1,4,-3,"thread","van","thread10","van5",149,194,"thread9.jpg","van3.jpg","Stimuli/Size_stims/S/thread/thread9.jpg","Stimuli/Size_stims/XL/van/van3.jpg"
52,1,"M-XL",3000,1000,0,"M","XL",2,4,-2,"coffeemaker","crane","coffeemaker7","crane8",66,167,"coffeemaker9.jpg","crane10.jpg","Stimuli/Size_stims/M/coffeemaker/coffeemaker9.jpg","Stimuli/Size_stims/XL/crane/crane10.jpg"
53,1,"S-XL",3000,1500,1,"XL","S",4,1,3,"tractor","paperclip","tractor4","paperclip7",183,116,"tractor4.jpg","paperclip7.jpg","Stimuli/Size_stims/XL/tractor/tractor4.jpg","Stimuli/Size_stims/S/paperclip/paperclip7.jpg"
54,1,"XL-XL",3500,2000,NA,"XL","XL",4,4,0,"dumptruck","tractor","dumptruck6","tractor3",175,182,"dumptruck2.jpg","tractor5.jpg","Stimuli/Size_stims/XL/dumptruck/dumptruck2.jpg","Stimuli/Size_stims/XL/tractor/tractor5.jpg"
55,1,"S-M",1000,1000,1,"M","S",2,1,1,"coffeemaker","paperclip","coffeemaker6","paperclip2",65,111,"coffeemaker8.jpg","paperclip8.jpg","Stimuli/Size_stims/M/coffeemaker/coffeemaker8.jpg","Stimuli/Size_stims/S/paperclip/paperclip8.jpg"
56,1,"XL-XL",3000,1000,NA,"XL","XL",4,4,0,"car","crane","car9","crane10",158,169,"car15.jpg","crane9.jpg","Stimuli/Size_stims/XL/car/car15.jpg","Stimuli/Size_stims/XL/crane/crane9.jpg"
57,1,"S-XL",2000,1000,1,"XL","S",4,1,3,"tractor","die","tractor9","die3",188,102,"tractor9.jpg","die10.jpg","Stimuli/Size_stims/XL/tractor/tractor9.jpg","Stimuli/Size_stims/S/die/die10.jpg"
58,1,"S-XL",1000,2000,0,"S","XL",1,4,-3,"die","dumptruck","die7","dumptruck10",106,179,"die4.jpg","dumptruck4.jpg","Stimuli/Size_stims/S/die/die4.jpg","Stimuli/Size_stims/XL/dumptruck/dumptruck4.jpg"
59,1,"L-XL",1500,1000,0,"L","XL",3,4,-1,"mailbox","dumptruck","mailbox6","dumptruck1",45,170,"mailbox6.jpg","dumptruck9.jpg","Stimuli/Size_stims/L/mailbox/mailbox6.jpg","Stimuli/Size_stims/XL/dumptruck/dumptruck9.jpg"
60,1,"S-L",2000,1000,1,"L","S",3,1,2,"deskchair","paperclip","deskchair9","paperclip9",18,118,"deskchair3.jpg","paperclip4.jpg","Stimuli/Size_stims/L/deskchair/deskchair3.jpg","Stimuli/Size_stims/S/paperclip/paperclip4.jpg"
61,1,"S-M",1500,1000,1,"M","S",2,1,1,"handsaw","screws","handsaw2","screws4",81,123,"handsaw9.jpg","screws6.jpg","Stimuli/Size_stims/M/handsaw/handsaw9.jpg","Stimuli/Size_stims/S/screws/screws6.jpg"
62,1,"M-M",1000,1000,NA,"M","M",2,2,0,"handsaw","hairdryer","handsaw6","hairdryer8",85,77,"handsaw4.jpg","hairdryer1.jpg","Stimuli/Size_stims/M/handsaw/handsaw4.jpg","Stimuli/Size_stims/M/hairdryer/hairdryer1.jpg"
63,1,"S-S",1500,1500,NA,"S","S",1,1,0,"teabag","paperclip","teabag8","paperclip4",137,113,"teabag7.jpg","paperclip3.jpg","Stimuli/Size_stims/S/teabag/teabag7.jpg","Stimuli/Size_stims/S/paperclip/paperclip3.jpg"
64,1,"S-M",1500,2000,1,"M","S",2,1,1,"handsaw","teabag","handsaw5","teabag9",84,138,"handsaw1.jpg","teabag5.jpg","Stimuli/Size_stims/M/handsaw/handsaw1.jpg","Stimuli/Size_stims/S/teabag/teabag5.jpg"
65,1,"M-XL",1000,2000,0,"M","XL",2,4,-2,"ketchup","car","ketchup1","car5",90,154,"ketchup8.jpg","car11.jpg","Stimuli/Size_stims/M/ketchup/ketchup8.jpg","Stimuli/Size_stims/XL/car/car11.jpg"
66,1,"L-L",1500,2000,NA,"L","L",3,3,0,"deskchair","dishwasher","deskchair4","dishwasher10",13,29,"deskchair6.jpg","dishwasher1.jpg","Stimuli/Size_stims/L/deskchair/deskchair6.jpg","Stimuli/Size_stims/L/dishwasher/dishwasher1.jpg"
67,1,"M-XL",1500,1500,1,"XL","M",4,2,2,"crane","hairdryer","crane3","hairdryer3",162,72,"crane4.jpg","hairdryer17.jpg","Stimuli/Size_stims/XL/crane/crane4.jpg","Stimuli/Size_stims/M/hairdryer/hairdryer17.jpg"
68,1,"S-XL",1000,3500,0,"S","XL",1,4,-3,"thread","car","thread6","car8",145,157,"thread2.jpg","car14.jpg","Stimuli/Size_stims/S/thread/thread2.jpg","Stimuli/Size_stims/XL/car/car14.jpg"
69,1,"S-L",1500,1500,0,"S","L",1,3,-2,"die","garbagecan","die2","garbagecan5",101,34,"die9.jpg","garbagecan3.jpg","Stimuli/Size_stims/S/die/die9.jpg","Stimuli/Size_stims/L/garbagecan/garbagecan3.jpg"
70,1,"S-XL",2000,3000,0,"S","XL",1,4,-3,"screws","car","screws10","car2",129,151,"screws9.jpg","car3.jpg","Stimuli/Size_stims/S/screws/screws9.jpg","Stimuli/Size_stims/XL/car/car3.jpg"
71,1,"M-L",1500,1500,0,"M","L",2,3,-1,"hairdryer","mailbox","hairdryer10","mailbox1",79,40,"hairdryer6.jpg","mailbox3.jpg","Stimuli/Size_stims/M/hairdryer/hairdryer6.jpg","Stimuli/Size_stims/L/mailbox/mailbox3.jpg"
72,1,"S-XL",2000,1000,1,"XL","S",4,1,3,"tractor","paperclip","tractor6","paperclip3",185,112,"tractor3.jpg","paperclip1.jpg","Stimuli/Size_stims/XL/tractor/tractor3.jpg","Stimuli/Size_stims/S/paperclip/paperclip1.jpg"
73,1,"S-L",1000,1500,1,"L","S",3,1,2,"cooler","screws","cooler3","screws7",2,126,"cooler2.jpg","screws1.jpg","Stimuli/Size_stims/L/cooler/cooler2.jpg","Stimuli/Size_stims/S/screws/screws1.jpg"
74,1,"M-XL",1500,1500,0,"M","XL",2,4,-2,"basketball","car","basketball6","car10",55,159,"basketball2.jpg","car9.jpg","Stimuli/Size_stims/M/basketball/basketball2.jpg","Stimuli/Size_stims/XL/car/car9.jpg"
75,1,"M-XL",3000,1000,1,"XL","M",4,2,2,"van","basketball","van2","basketball1",191,50,"van4.jpg","basketball9.jpg","Stimuli/Size_stims/XL/van/van4.jpg","Stimuli/Size_stims/M/basketball/basketball9.jpg"
76,1,"S-XL",1000,3000,0,"S","XL",1,4,-3,"die","car","die10","car7",109,156,"die6.jpg","car13.jpg","Stimuli/Size_stims/S/die/die6.jpg","Stimuli/Size_stims/XL/car/car13.jpg"
77,1,"L-XL",1500,1000,1,"XL","L",4,3,1,"van","dishwasher","van3","dishwasher2",192,21,"van6.jpg","dishwasher9.jpg","Stimuli/Size_stims/XL/van/van6.jpg","Stimuli/Size_stims/L/dishwasher/dishwasher9.jpg"
78,1,"L-L",2000,1500,NA,"L","L",3,3,0,"dishwasher","garbagecan","dishwasher7","garbagecan6",26,35,"dishwasher7.jpg","garbagecan14.jpg","Stimuli/Size_stims/L/dishwasher/dishwasher7.jpg","Stimuli/Size_stims/L/garbagecan/garbagecan14.jpg"
79,1,"S-L",1000,1000,1,"L","S",3,1,2,"cooler","thread","cooler1","thread1",0,140,"cooler8.jpg","thread7.jpg","Stimuli/Size_stims/L/cooler/cooler8.jpg","Stimuli/Size_stims/S/thread/thread7.jpg"
80,1,"S-L",2000,1000,1,"L","S",3,1,2,"garbagecan","thread","garbagecan3","thread8",32,147,"garbagecan7.jpg","thread10.jpg","Stimuli/Size_stims/L/garbagecan/garbagecan7.jpg","Stimuli/Size_stims/S/thread/thread10.jpg"
81,1,"S-M",1500,1500,1,"M","S",2,1,1,"ketchup","die","ketchup8","die5",97,104,"ketchup5.jpg","die3.jpg","Stimuli/Size_stims/M/ketchup/ketchup5.jpg","Stimuli/Size_stims/S/die/die3.jpg"
82,1,"S-L",2000,1000,1,"L","S",3,1,2,"cooler","teabag","cooler8","teabag3",7,132,"cooler5.jpg","teabag1.jpg","Stimuli/Size_stims/L/cooler/cooler5.jpg","Stimuli/Size_stims/S/teabag/teabag1.jpg"
83,1,"M-L",1000,1000,0,"M","L",2,3,-1,"basketball","deskchair","basketball4","deskchair1",53,10,"basketball1.jpg","deskchair9.jpg","Stimuli/Size_stims/M/basketball/basketball1.jpg","Stimuli/Size_stims/L/deskchair/deskchair9.jpg"
84,1,"M-M",1000,1000,NA,"M","M",2,2,0,"handsaw","coffeemaker","handsaw10","coffeemaker5",89,64,"handsaw10.jpg","coffeemaker10.jpg","Stimuli/Size_stims/M/handsaw/handsaw10.jpg","Stimuli/Size_stims/M/coffeemaker/coffeemaker10.jpg"
85,1,"S-XL",1500,1000,1,"XL","S",4,1,3,"dumptruck","teabag","dumptruck7","teabag7",176,136,"dumptruck6.jpg","teabag10.jpg","Stimuli/Size_stims/XL/dumptruck/dumptruck6.jpg","Stimuli/Size_stims/S/teabag/teabag10.jpg"
86,1,"M-L",1000,1500,1,"L","M",3,2,1,"cooler","coffeemaker","cooler5","coffeemaker8",4,67,"cooler10.jpg","coffeemaker5.jpg","Stimuli/Size_stims/L/cooler/cooler10.jpg","Stimuli/Size_stims/M/coffeemaker/coffeemaker5.jpg"
87,1,"M-L",1000,1500,0,"M","L",2,3,-1,"handsaw","mailbox","handsaw4","mailbox9",83,48,"handsaw3.jpg","mailbox9.jpg","Stimuli/Size_stims/M/handsaw/handsaw3.jpg","Stimuli/Size_stims/L/mailbox/mailbox9.jpg"
88,1,"L-XL",1500,2000,1,"XL","L",4,3,1,"tractor","garbagecan","tractor2","garbagecan2",181,31,"tractor7.jpg","garbagecan5.jpg","Stimuli/Size_stims/XL/tractor/tractor7.jpg","Stimuli/Size_stims/L/garbagecan/garbagecan5.jpg"
89,1,"M-L",3500,1000,1,"L","M",3,2,1,"mailbox","hairdryer","mailbox2","hairdryer2",41,71,"mailbox2.jpg","hairdryer12.jpg","Stimuli/Size_stims/L/mailbox/mailbox2.jpg","Stimuli/Size_stims/M/hairdryer/hairdryer12.jpg"
